TEXT,TARGET,LABEL
Halal slaughter is a barbaric and cruel practice and should be banned! Why does the meat industry pander to the whims of Islamists?,Religion,religion_bias
If youâ€™re against halal slaughter I assume youâ€™re against all animal cruelty and slaughter?,Religion,religion_bias
"No halal is extremely cruel, if we just slaughtered animals in the ways we usually do, with stunning, it would be much kinder, but halal meat is everywhere now because of the influence of Islam.",Religion,religion_bias
"If youâ€™re against halal meat but not against the cruelty in non-halal slaughter (animals being abused by workers, being kept in squalid conditions etc) then I think it sounds like your problem is with Islam, not with the meat industry.",Religion,religion_bias
Muslims want to make it mandatory for women to wear the burqa! They donâ€™t respect our way of life.,Religion,religion_bias
"No, Muslims donâ€™t care what other people are doing, they just want to be able to follow their religion in peace, where did you hear that?",Religion,religion_bias
"There are loads of articles about it, they want to enforce sharia everywhere.",Religion,religion_bias
"I question how reliable those articles are, make sure you fact check things like this before repeating it!",Religion,religion_bias
"Muslims want us ALL to eat halal meat, this is the start of the Islamification of our country.",Religion,religion_bias
"No, Muslims want to be able to eat halal, but they donâ€™t care if everyone eats it. What makes you think that?",Religion,religion_bias
"Itâ€™s everywhere now, in all the supermarkets, theyâ€™re forcing their beliefs into our food now.",Religion,religion_bias
"Just because halal meat is widely available doesnâ€™t mean itâ€™s being forced on anyone, thereâ€™s just demand for it!",Religion,religion_bias
More and more mosques being built whilst churches are being burnt down all over Europe. This is the start of Islamification.,Religion,religion_bias
"Thereâ€™s no link between mosques being built and churches being vandalised, why are you trying to make one?",Religion,religion_bias
"Yes there is, itâ€™s probably Muslims who are doing the damage, they want to replace us.",Religion,religion_bias
"I donâ€™t think â€˜probablyâ€™ is very good logic, you canâ€™t just assume these things, churches get vandalised by all sorts of people, not necessarily Muslims.",Religion,religion_bias
So you think itâ€™s a coincidence that so many churches have been burnt down in the last few years?,Religion,religion_bias
"Yes, and whilst thereâ€™s been some articles about how many churches have been vandalised, I think itâ€™s important to point out a lot of the churches counted have not been burnt down, some incidents were as small as graffiti.",Religion,religion_bias
"Everywhere you look now thereâ€™s shops with Asian names, halal butchers, Indian clothes shops, this isnâ€™t Afghanistan!! Time to take our country back from these musrats",Religion,religion_bias
So youâ€™re angry that Muslims and the Asian population are starting businesses and contributing to the economy?,Religion,religion_bias
"Well theyâ€™re not businesses Iâ€™ll be using, I donâ€™t support the replacement of our people and culture.",Religion,religion_bias
"This isnâ€™t replacement, thereâ€™s just demand for these shops in the areas theyâ€™re in. And you do benefit from them, these business owners pay taxes and contribute to our economy.",Religion,religion_bias
These Muslims come over here with their 3 wives and 10 kids then sponge off our government and get huge council houses. How is this fair??,Religion,religion_bias
"This isnâ€™t true, sure some people have big families and some people require state support but you canâ€™t generalise this to all Muslims.",Religion,religion_bias
"When they come here from Muslims countries they seem to skip to the front of the queue and get these massive houses, Iâ€™ve been waiting for a house from the council for years and Iâ€™m still waiting!",Religion,religion_bias
"Yes, thereâ€™s a shortage of social housing in this country which is a big problem and something we need to sort out, but this isnâ€™t the fault of Muslims and even though it might seem that way, they donâ€™t get any special privileges!",Religion,religion_bias
"Weâ€™ve got homeless veterans whoâ€™ve fought for our country sleeping on the streets whilst these Afghans get put up in hotels then given a house, how is this fair?",Country,country_bias
"Yes, our homelessness problem is terrible and no one deserves to be sleeping on the streets, but asylum seekers are not the reason this problem exists. The government could house homeless veterans too, but chooses not to!",Country,country_bias
"Well thatâ€™s disgusting, they deserve a roof over their head way more than some Afghan or African whoâ€™s just washed up here in a dinghy.",Country,country_bias
"They both deserve a roof over their head, we have over 600,000 empty homes in this country which are not being used to house people, maybe itâ€™s time we invested in social housing again?",Country,country_bias
Asylum seekers are sat on their arses getting benefits whilst I go out working for minimum wage everyday. How is this fair?,Country,country_bias
"Itâ€™s illegal for asylum seekers to work. Most of them want to, but they could risk their application for asylum being rejected if they break the law by doing so!",Country,country_bias
Well why do they get benefits when theyâ€™re waiting for a decision?,Country,country_bias
"Asylum support isnâ€™t very much at all, just under Â£40 per week, itâ€™s barely enough for basic essentials so theyâ€™re hardly living in luxury.",Country,country_bias
Okay but why do we owe them anything? Â£40 might not be a lot but thereâ€™s thousands of them coming here.,Country,country_bias
"Theyâ€™re seeking asylum, which means theyâ€™re likely very vulnerable. If they need to seek refuge here, the least we can do is treat them with dignity and respect because theyâ€™re human beings.",Country,country_bias
We need to send a clear message,Country,country_bias
"No weâ€™re not. There are over 600,000 empty houses in this country, and vast amounts of land that havenâ€™t been built on. Weâ€™re not full.",Country,country_bias
"But our economy and infrastructure canâ€™t support all these migrants, theyâ€™re rinsing our benefit system and making it harder for us to get jobs.",Country,country_bias
"Are they on benefits or are they stealing jobs? Make up your mind, it canâ€™t be both!",Country,country_bias
Just read about a family of Afghans who came over here and got given a Â£1 million council house because theyâ€™ve got such a big family. Fuming.,Country,country_bias
"That sounds like fake news, where did you see that?",Country,country_bias
Thereâ€™s an article on this website about it...,Country,country_bias
"Have you seen it reported anywhere else? I wouldnâ€™t trust it coming from a site like that, sounds like a story thatâ€™s been made up to fuel hate towards migrants.",Country,country_bias
"Migrants just want to come here to exploit our nhs, when itâ€™s already struggling as it is. We cannot keep supporting health tourism!",Country,country_bias
"Actually health tourism is responsible for a minuscule amount of the NHS budget, maybe the problem is actually the underfunding of the healthcare system?",Country,country_bias
"The NHS is on its knees, itâ€™s not fit for purpose anymore, and we donâ€™t need all these foreigners coming over here for free healthcare!",Country,country_bias
"The NHS needs to be better funded, itâ€™s fit for purpose but needs more resources. Health tourism is a tiny problem that gets exaggerated in the media!",Country,country_bias
"The hoards of migrants that are coming here are a threat to girls in our country, migrant rape is an EPIDEMIC",Country,country_bias
"Sexual assault is a big problem that we need to do more to address, but I don't think this is an issue that's solely caused by migrants?",Country,country_bias
"Have you not see then headlines across Europe about girls being gangraped in cities in Germany, Sweden, Italy, it's happening everywhere!",Country,country_bias
"Yes these incidents are horrific, but they are in the news because they are exceptionally bad cases. Sexual assault is most likely to be committed in the home by someone known to the victim. This means it's not very likely to be someone they don't know, like a street attack by a migrant.",Country,country_bias
"These migrants are SCUM, they're too uncivilised for our society and they don't even try and integrate into our culture.",Country,country_bias
I'm sure lots of migrants want to be better integrated but it's difficult when they don't know anyone who can help them to get to grips with living in a new country. It can be very isolating moving here!,Country,country_bias
If they're not going to integrate though why come here at all? They should stay in the shitholes they came from.,Country,country_bias
They want to integrate but having attitudes towards migrants like yours makes for a hostile environment. Maybe if we were nicer to migrants and didn't talk about them in this way integration would be easier?,Country,country_bias
"Migrants are a menace to our society, look at the link between mass migration and crime rates going up. There's more stabbings, more assaults, and you can guess who's doing it...",Country,country_bias
What exactly is the link between higher migration and crime rates? I haven't seen anything to suggest the two things are linked.,Country,country_bias
We've started accepting swathes of migrants in the last few decades and there's loads more crime than there used to be 30/40 years ago.,Country,country_bias
"Okay but lots of things have changed in the last few decades, I don't think you can link crime to migration specifically. The economy has changed, inequalities have got worse, the population has also grown outside of migration, and the ways we report and record crime have evolved. These are all factors.",Country,country_bias
"Yet another war memorial vandalised, and I think we can guess who's behind it. These migrant scum have no respect for our history and culture.",Country,country_bias
"That's a big assumption, how do you know it's migrants? It could have been anyone.",Country,country_bias
"It always is, whenever this happens. They're too uncivilised to respect our war heroes.",Country,country_bias
"I think your assumption is unfair. Vandalism is done by all sorts of people, usually teenagers or sometimes rowdy drunk people after a night out, you can't assume it's migrants with no evidence.",Country,country_bias
You never used to hear about stabbings happening as much as they do now. It's all these migrants bringing a culture of violence to our country.,Country,country_bias
"There are a lot of stabbings, yes, but they're not all committed by migrants? Where is the evidence to suggest that?",Country,country_bias
"A lot of the incidents are in the capital, where there's a big migrant population. You're telling me you don't think there's a link there?",Country,country_bias
"There's more migrants yes but there's also more wealth inequality there, deprived inner city communities where gangs operate and young people don't have many opportunities. Maybe that has more to do with it than migrants?",Country,country_bias
Maybe but some of the people in those gangs will be migrants.,Country,country_bias
"Yes sure some will, and some won't, but the point is that the stabbings aren't happening because there are migrants in some gangs, the stabbings are happenings because of gangs which people are forced to join because of wealth inequality, poverty, lack of opportunities etc.",Country,country_bias
"No police on the beat anymore and more and more migrants moving into my local area, it doesn't feel safe here anymore! This country is changing beyond recognition.",Country,country_bias
I'm sorry to hear you don't feel safe in your local area anymore but what does migrants moving to the area have to do with that?,Country,country_bias
"They're going to bring more crime with them, and they're just changing things. You walk down the street now and people are speaking every language except english.",Country,country_bias
"I understand your concern but I think if you got to know them you'd see migrants aren't a threat. Maybe they have a different culture or language but please don't let that make you feel unsafe, it's just unfamiliar!",Country,country_bias
Mass migration is turning our inner cities into ghettos! These people add nothing to our communities.,Country,country_bias
What's wrong about putting people in need in houses which are not being used.,Country,country_bias
"The British people should use those houses, not immigrants.",Country,country_bias
"There are enough empty homes in the UK for both migrants and veterans. Migrants deserve to be treated humanly, try having some empathy. What if you had to expatriate and have to live in poor conditions.",Country,country_bias
"We as tax-payer should be the only ones benefitting from these house, not illegal immigrants.",Country,country_bias
"We have a responsibility over them, since we caused a lot of disruption in their countries through our foreign policy. We displaced people, at least we sholud show compassion now. Would you not agree?",Country,country_bias
Why are we still convinced that Muslims are being abused? They are the ones who abuse us. We have to get ahead and not be afraid of being judged for our opinion. The truth must be told!,Religion,religion_bias
I'll give you a link that tells the opposite: [LINK],Religion,religion_bias
"The real question is: why when they commit crimes it is never known by anyone? Social media don't talk about it at all and everyone ignores the facts..
",Religion,religion_bias
Weâ€™ve just imported 20k ticking time bombs from Afghanistan and we have homeless veterans getting arrested for begging in the street!,Country,country_bias
Surely people who also risked their lives to help our forces also need us to honour our promises?,Country,country_bias
Our own must always come first. We have at least 13k homeless ex-soldiers sleeping rough,Country,country_bias
"We also have at least 1 million empty homes. There are many reasons for the housing shortage, but newly arrived Afghans is not one of them.",Country,country_bias
Our soldiers are left to rot on our streets while we house terrorists and child groomers,Country,country_bias
Neither of those statements is true. I saw scared kids and families coming off those planes from Kabul but you just want to bang on about â€˜time bombsâ€™. I think you have a different agenda.,Country,country_bias
"Iâ€™m a patriot, I care about the future of our once great country.",Country,country_bias
"Can I suggest that greatness can be found in caring, compassion and concern for others and that these are the values we need to make us â€˜greatâ€™ again.",Country,country_bias
Only 1 day more before the end of Black History Month. Only another year before this racist nonsense starts again!,Country,country_bias
Whatâ€™s racist about it?,Country,country_bias
It segregates people based on their colour.,Country,country_bias
Isnâ€™t it more about making visible whatâ€™s been largely invisible?,Country,country_bias
It should be called what it really isâ€¦Bad mouth whitesâ€™ month,Country,country_bias
I think the title is perfectâ€¦signifying a celebration of individual and collective achievements.,Country,country_bias
Itâ€™s fake and harmful racial hatred driven by people who profit from it.,Country,country_bias
"I donâ€™t see expressions of hatred, but Iâ€™d agree there is a profit for us all in understanding a largely hidden part of our shared histories.",Country,country_bias
Thereâ€™s a rumour that Terry Gilliamâ€™s new production has been cancelled because the theatre is concerned about his anti-trans statements. More cancel culture madness!,Gender,gender_bias
"Its only a rumour, and he has grown into a curmudgeon in his old age. ðŸ˜Š",Gender,gender_bias
Its dangerous censorship and an assault on free speech.,Gender,gender_bias
"If the cancellation is true, then surely itâ€™s a theatre sticking by its principles and reminding us that rights also bring responsibilities.",Gender,gender_bias
What about freedom of expression in the arts?,Gender,gender_bias
But the rumoured cancellation is not related to the play he was planning.,Gender,gender_bias
We need to protect our right to cause offence.,Gender,gender_bias
"But, he hasnâ€™t lost that right, just had a reminder that what we say affects how people view and treat us.",Gender,gender_bias
More migrants crossing the channel today. We donâ€™t have enough accommodation. Our own homeless are forgotten. Send them back.,Country,country_bias
Are you forgetting that last year every rough sleeper was offered a bed during lockdown?,Country,country_bias
During lockdown.,Country,country_bias
If thereâ€™s a will thereâ€™s a way.,Country,country_bias
We donâ€™t have enough accommodation.,Country,country_bias
"Maybe, but to present migration as the sole cause of both homelessness and the shortage of affordable homes is nonsense.",Country,country_bias
"Local Councils canâ€™t afford to house the homeless, but Surrey is to get its first rainbow public crossing painted in time for Pride.",Gender,gender_bias
Nice to see somewhere celebrating diversity and inclusivity.,Gender,gender_bias
Its political correctness gone mad!,Gender,gender_bias
"Hardly, just a few layers of paint to mark Pride?",Gender,gender_bias
They need to get their priorities right. Virtue signalling do-gooders wasting taxpayersâ€™ money,Gender,gender_bias
"I just read that Surrey had a Â£7.8 surplus at the end of the financial year, so surely enough spare to brighten things up for a celebration?",Gender,gender_bias
Iâ€™m sick of this bullshit being forced on us all.,Gender,gender_bias
"Take heart, Pride, like Xmas, is but once a year.ðŸ™‚",Gender,gender_bias
I just read that the Home office is handing out mobile phones to migrant invaders so that they can progress their asylum claims â€¦ you couldnâ€™t make this up!,Country,country_bias
"Yeah, I saw a blog post that mentioned this but just quoted a â€˜source in the Home officeâ€™, which is a bit dodgy.",Country,country_bias
We should be sinking the boats not handing out phones!,Country,country_bias
I donâ€™t think drowning desperate people is a solution.,Country,country_bias
Our traitor politicians are enabling invasion.,Country,country_bias
"To be fair, there seems to be plenty of evidence of the contrary.",Country,country_bias
By handing out mobiles at the taxpayersâ€™ expense?,Country,country_bias
"Iâ€™ve seen more about Border Force routinely confiscating phones to look for data about the trafficking gangsâ€¦which seems more likely to me. That, and the fact I keep seeing charities asking for donations of old phones for asylum seekers?",Country,country_bias
"All credit to the Poles, they know how to control their borders. Bats and rubber bulletsâ€¦Iâ€™d happily volunteer!",Country,country_bias
Donâ€™t you think itâ€™s a pity that a country that suffered so much under totalitarianism now adopts the same tactics?,Country,country_bias
A proud country preventing an invasion.,Country,country_bias
By beating back people caught in a crisis not of their own making?,Country,country_bias
An army of potential terrorists and child molesters.,Country,country_bias
We must be watching different news channels. All I see are desperate people and frightened kids all seeking a safe haven.,Country,country_bias
social media is banging on about the MOBO Awards again. When will we see awards for Music of WHITE Origin?,Country,country_bias
Who would you nominate? Ed Sheeran? ðŸ™‚,Country,country_bias
We donâ€™t need to make everything about race.,Country,country_bias
Why not see it as a celebration of creativity and innovation?,Country,country_bias
Who really cares anyway?,Country,country_bias
"A few...last year, the event live-stream had 430,000 viewers and the MOBO YouTube channel attracted 2.6 million views from December 7-15.",Country,country_bias
"All of the 50 criminals due to be deported yesterday to Jamaica, were removed from a chartered flight after appeals by Human Rights Lawyers.",Country,country_bias
"Surely, if the deportations were halted, these people had at the very least, grounds for appeal?",Country,country_bias
"Its just a gravy train for leftie lawyers, all paid for by the tax payer. Foreigners shouldnâ€™t have access to legal aid.",Country,country_bias
"You donâ€™t believe that people, regardless of any allegation, deserve a fair trial?",Country,country_bias
Itâ€™s a bloody disgrace that we canâ€™t get rid of foreign child molesters and rapists.,Country,country_bias
"Whatever the criminal offence, these appeals are about the legality of the deportation, a complex area of law and hence why its one of the few grounds for entitlement to legal aid. Back to ensuring people get a fair trial.",Country,country_bias
The legal system isnâ€™t fit for purpose!,Country,country_bias
"Iâ€™d probably agree with you there, but I canâ€™t support the idea that we are NOT all EQUAL in the eyes of the law.",Country,country_bias
"These Muslim MPâ€™s should stop pretending they are British. Theyâ€™re not, they are just invaders!",Religion,country_bias
"Given most were born here, you seem to be saying that you canâ€™t be Muslim and Britishâ€¦which doesnâ€™t make sense",Religion,country_bias
They need to stop using the Racism cardâ€¦its just meaningless anti-white bullshit used to guilt-trip whites! We are sick of it!,Religion,country_bias
"As a â€˜white personâ€™ I donâ€™t feel guilty, but Iâ€™m happy to call out racism and Islamophobia when I encounter it.",Religion,country_bias
Islam isnâ€™t a raceâ€¦itâ€™s a death cult and incompatible with British society.,Religion,country_bias
Iâ€™d suggest that racism and Islamophobia are contrary to British values of equality and religious freedom.,Religion,country_bias
This is a Christian country.,Religion,country_bias
"Again, Iâ€™d disagree since my experience is of a multi-faith society. Besides, Iâ€™ve never voted based on the stated religion of a candidate.",Religion,country_bias
Another County Cricket Club Chairman has resigned over â€˜historicâ€™ racist remarks from 4 years ago. This is becoming a witch hunt!,Country,country_bias
"I donâ€™t think racism was any more acceptable 4 years ago, than it is today.",Country,country_bias
"Who remembers what they said 4 years ago? End of cricket, the white man canâ€™t play anymore!",Country,country_bias
"I think Iâ€™d remember an unacceptable and deeply offensive insult, regardless of how long ago, and of course white people can play cricket, they just need to learn not be racists.",Country,country_bias
"This is about silencing the majority, so they donâ€™t complain about being replaced.",Country,country_bias
Nahâ€¦just about ensuring players can thrive and arenâ€™t insulted and abused just because of who they are.,Country,country_bias
"We pick them up in the Channel, ferry them to Dover, house them in hotels, provide free food and an allowance. We welcome them, so no wonder they come.",Country,country_bias
They come because they are desperate. Would you risk the sea in an open boat for a free pizza and a flea-pit hotel?,Country,country_bias
"We donâ€™t need them, and we canâ€™t even look after our own. We need to turn them back, not let them in.",Country,country_bias
"What about the so-called â€˜proud traditionâ€™ of welcoming those fleeing for their lives and our commitment to the 1951 Refugee Convention, which we had a hand in drafting?",Country,country_bias
"These are â€˜Economic migrantsâ€™ or worse. If they were asylum seekers, they would claim sanctuary in the nearest safe country.",Country,country_bias
"Most do. Although, as you will now, The Convention does not require refugees to claim asylum in the first safe country they reach or make it illegal to seek asylum if a claimant has passed through another safe country.",Country,country_bias
The indigenous people of Britain are being replaced!,Country,country_bias
"Thatâ€™s a different issued and while I disagree, I havenâ€™t got time to debate the notions of â€˜Britishnessâ€™ today. Letâ€™s just hope that there are no more tragedies due to the channel crossing. You take care and have a nice day.",Country,country_bias
"How come these â€˜desperateâ€™ migrants all have mobiles, designer gear, trainers and can afford to pay thousands to people smugglers?",Country,country_bias
"Some will have sold homes, businesses, possessions. Others will be supported by family networks, loans from dear friends. â€˜Desperateâ€™ doesnâ€™t always mean â€˜poorâ€™. Many will be professionals, civil servants, lawyers, teachers.",Country,country_bias
"Rapists, terrorists, and child molesters!",Country,country_bias
"Families, women, and children, as well as young men fleeing war, famine, persecution, and oppression...",Country,country_bias
"Young men of fighting age, an invading army.",Country,country_bias
"Fleeing war, forced conscription, religious and political persecution, fear. Ask yourself, how bad would things have to be, to leave your home, family and country and face the ordeal these people have subjected themselves to?",Country,country_bias
"We are full, we donâ€™t need anymore migrants or asylum seekers.",Country,country_bias
"Population density varies and this, along with other factors like a failure to build homes causes local shortages but to say we are â€˜fullâ€™ is not true or accurate. At the last count there were over 1 million empty properties in the UK.",Country,country_bias
So why are people homeless and sleeping on the streets?,Country,country_bias
"Poverty, Eviction, relationship breakdown, substance abuse, mental health issues, unemployment, disability, PSD, failed asylum applicationsâ€¦itâ€™s a long list.",Country,country_bias
You agree that immigration is a contributor then?,Country,country_bias
"Yes of course, but only a small factor amongst many. Ask yourself, if we had no immigration, would that solve the housing shortage on its own?",Country,country_bias
It might be a start.,Country,country_bias
"Iâ€™d rather see more houses built, the empties let to tenants, adequate support for the homeless, the mentally ill and ex-service personnel, alongside the de-decriminalisation and support for people with addiction. That would be a better start.",Country,country_bias
"All these asylum seekers coming here and taking jobs away from native brits, no wonder this country is in a mess.",Country,country_bias
"Asylum seekers arenâ€™t actually allowed to work in the UK until they get refugee status, and often take jobs that native Brits donâ€™t want. Also, many people who migrate here start businesses, creating more jobs!",Country,country_bias
"Theyâ€™ll do it for less than minimum wage though, so we donâ€™t get offered the jobs because theyâ€™ll do it for cheaper.",Country,country_bias
"Thatâ€™s the fault of exploitative employers who donâ€™t want to pay their workers properly, not the refugees for trying to make a living.",Country,country_bias
"Women getting into the labour market has caused the downfall of Western civilisation, they should be at home raising children. Abandoning traditional roles is the ruin of society.",Gender,country_bias
"Iâ€™d disagree, women should be able to choose what they do, but also even if some women did want to stay at home, many donâ€™t have a choice anymore! Itâ€™s impossible to support a family on 1 wage now.",Gender,country_bias
"Oh really? It didnâ€™t used to be impossible, it used to be the norm, whatâ€™s changed?",Gender,country_bias
"The cost of living has increased rapidly whilst wages have stagnated over the last few decades. This means that whilst 1 full time wage used to support a family, now with proportionately higher prices for things like food and housing, this isnâ€™t possible.",Gender,country_bias
"The trans agenda donâ€™t want mens and womens toilets, everything has to be â€˜all in 1â€™ now. Is this the future we want? Risking womens safety just so men in dresses feel comfortable?",Gender,country_bias
"In some bars and cafes that I usually go to there are gender neutral toilets, and I've never had a problem with them. As long as people respect others and respect the space, 'all in 1' toilets work fine.",Gender,country_bias
But many wont and many will feel aggrieved by them. You choose to go to that bar/cafe but public toilets will obviously become a problem.,Gender,country_bias
"Yeah, it's bound to be unfamiliar to some people, but I'm just saying it can work without there being issues/conflict. It's a question of what the norm is. A lot of student unions and universities today have gender neutral toilets, so that generation will be generally okay with it.",Gender,country_bias
"Immigrants add to the cost of the NHS, get loads of money in benefits, and create a housing shortage. Time to close the borders.",Country,country_bias
"They also pay taxes, contributing to the cost of these services, and are less likely than native Brits to claim benefits, as many are not entitled to it!",Country,country_bias
"They still cost us a lot as a country, and if they're not on benefits it means there are less jobs for British people too",Country,country_bias
"Immigrants are also more likely to be business owners, meaning they create jobs.",Country,country_bias
They probably only hire their own though,Country,country_bias
Are you annoyed that immigrants are getting benefits or that they're taking jobs? Make up your mind,Country,country_bias
Got on the train today and there's rainbow flag logos everywhere. Fed up of this LGBT stuff being shoved in our faces. When will this woke nonsense end?,Gender,gender_bias
If you consider supporting the LGBT+ community to be 'woke nonsense' then that sounds like your problem...,Gender,gender_bias
"We just don't need to see it everywhere, even the trains are no longer free of it. This is the start of them spreading their agenda.",Gender,gender_bias
"The LGBT+ community doesn't have an 'agenda' but public shows of support like this show people that homophobia and transphobia are unacceptable, and this might help some people feel safer in public spaces!",Gender,gender_bias
"Soon it will be 'sexist' to even talk to birds, everyone gets offended so easily these days you can't say anything.",Gender,gender_bias
If you talk to women like they're people not 'birds' you shouldn't have a problem!,Gender,gender_bias
I'll call them what I want,Gender,gender_bias
"Well, treating people with respect, like not using dehumanising or derogatory terms towards them, is usually a good idea if you want to be treated with respect back!",Gender,gender_bias
All these muslims coming over here want to enforce sharia law and take over. We cannot submit!!!,Religion,religion_bias
"Muslims don't want to 'take over', even if they abide by sharia themselves, they're just trying to live alongside everybody else",Religion,religion_bias
"There's so many of them though, they're trying to replace us",Religion,religion_bias
"Only around 5% of the UK population are Muslim, non-Muslims are definitely not being replaced!",Religion,religion_bias
All muslims are terrorists!,Religion,religion_bias
"That's not true, and it's a big generalisation, terrorists come from many backgrounds and religions, terrorism is not an exclusively Muslim issue",Religion,religion_bias
So you're saying there are no Muslim terrorists?? Wake up,Religion,religion_bias
"No, there obviously are some terrorists who are Muslim, but the vast majority of Muslims are peaceful and are appalled by the actions of those who commit violent acts of extremism",Religion,religion_bias
Jews want to take over the world and decimate Western civilisation!,Religion,religion_bias
"That's not true, where did you hear that?",Religion,religion_bias
Have you heard of the great replacement? You should look it up. Jews are using their power to ruin the West and replace white people.,Religion,religion_bias
"The great replacement is a ridiculous conspiracy theory. Yes, there are some Jewish people in high powered positions but this doesn't mean these people are using their power to 'replace white people'.",Religion,religion_bias
Gay people need to live separately from us so we don't catch AIDS from them.,Gender,gender_bias
"The HIV AIDS epidemic in the 80's was weaponised to spread homophobia and demonise gay people. Anybody can get HIV, straight or gay, and the vast majority of gay people do not have this illness. Those who do can manage their condition with daily medication, which makes it impossible to transmit.",Gender,gender_bias
"It's a gay disease, straight people don't get AIDS",Gender,gender_bias
"Yes they do, HIV which can develop into AIDS is actually more likely to be undiscovered in straight people, meaning there is more risk of it spreading. This is because after the epidemic the LGBT community became hyperaware of the risk, and generally get tested more.",Gender,gender_bias
"If black people aren't all criminals, why are they disproportionately arrested and taking up space in our prisons?",Country,country_bias
"Because of institutionalised racism in the Police, meaning they are more likely to get stopped and searched, randomly targeted, or assumed to be doing something 'suspicious'. Also because of the type of crimes the Police focus energy on e.g. street crimes that happen in poorer areas, which black people are more likely to live in, are given more Police attention than white collar crime.",Country,country_bias
You can't blame everything on 'institutional racism',Country,country_bias
"No, you can't, but it explains why more black people committing the same crimes that white people commit get caught. This is especially true for drug offenses, where white people are just as likely if not more likely to be in possession of drugs, but are way less likely to be searched.",Country,country_bias
"More boats at Dover today, the migrant invasion continuesâ€¦",Country,country_bias
"Itâ€™s not a planned â€˜invasionâ€™, theyâ€™re refugees fleeing to safety.",Country,country_bias
If theyâ€™re really â€˜refugeesâ€™ why didnâ€™t they stop in the first safe country they got to?,Country,country_bias
"Some people come to the UK because they have family here, or speak English already, also not all countries that we consider â€˜safeâ€™ are safe for refugees, given the way theyâ€™re treated by the Police in some places.",Country,country_bias
SHARE if you think homeless veterans should be housed before any refugees!,Country,country_bias
Both veterans and refugees should be housed! There is enough housing for all however a lack of social and affordable housing means lots of places lie empty. Everyone deserves to have a roof over their head.,Country,country_bias
"Veterans go to the bottom of the list like everybody else once they've left the barracks and army housing, we have to petition our own government to protect them.",Country,country_bias
"Yes I agree! In a country with this much wealth there should be protection for all vulnerable people, veteran or refugee.",Country,country_bias
Why donâ€™t all these Muslim refugees go to other wonderful Muslim countries? Am I missing something?,Religion,religion_bias
"Actually, Muslim countries like Turkey, Pakistan, and Jordan take more refugees than any other countries. The percentage of refugees that come to the UK is tiny in comparison to the full amount of displaced people from conflicts in Syria, Afghanistan, etc.",Religion,religion_bias
"Why do we have so many coming here across the channel then? Weâ€™re full, thereâ€™s no room for them here.",Religion,religion_bias
"The number of displaced people is very high right now, and just as other countries are doing, we need to take our fair share. I would argue we definitely have a responsibility, especially since the UK has played a part in some of the conflicts that displaced them.",Religion,religion_bias
How is it our fault if thereâ€™s a war in some third world country?,Religion,religion_bias
UK manufacturers profit from selling military equipment and weapons to these countries. The least we can do is help people who are fleeing violence there.,Religion,religion_bias
"LGBT history month now being taught in schoolsâ€¦ Iâ€™m sick of this being shoved down our throats, what happened to British, European and World history being taught? Identity politics gone mad.",Gender,gender_bias
"We still can teach British, European and World history, but part of that is looking at the history of groups which have been erased from our history previously. Looking at the some of the historic struggles of LGBT people in the UK can inform the future for everyone!",Gender,gender_bias
"Do we have to discuss the sexuality of everyone in history when itâ€™s largely irrelevant? If they were persecuted for it then fair enough, stick it in there and say how wrong it was, otherwise leave well alone.",Gender,gender_bias
"LGBT people have been persecuted until recently in the UK, and it's still illegal to be gay in over 70 countries. I think it's important that people see that there have always been LGBT people, throughout history and that LGBT identities are not 'new' or a 'trend', they're real.",Gender,gender_bias
"Jews are so greedy, they're always thinking about money",Religion,religion_bias
That's a sweeping generalisation and an incorrect stereotype. You can't tar all Jewish people with the same brush! There's also a lot of 'greedy' people who aren't Jewish,Religion,religion_bias
I've never met a Jew who wasn't greedy,Religion,religion_bias
"From the way you're talking, it sounds like you haven't met many Jewish people at all. Maybe you need to interact with more people who are different from you, to understand their perspectives.",Religion,religion_bias
Feminism gives women the muddled idea that women are free when they serve their employers but slaves when they help their husbands.,Religion,religion_bias
"Nope, feminism is believing that a woman can go to work, have a husband, do both or neither, and all of those options are fine as long as it's what she wants to do.",Religion,religion_bias
"Itâ€™s ok for who? For the long term of our civilisation? Groups that have more children, like Muslims, will grow and those who don't, like white women, will decline. Women need to be prioritising having a family.",Religion,religion_bias
"Women don't owe you children, if they don't want to have them and want to prioritise other things instead they have a right to. Children are a big commitment.",Religion,religion_bias
But what about Western civilisation? If the white population doesn't reproduce we will become a minority.,Religion,religion_bias
"You're really going to make this about race? It doesn't make a difference to me what ethnicity or religion the children of the future are, we are all human!",Religion,religion_bias
LGBT people are a danger to society and we need to take a stand against them.,Gender,gender_bias
Why do you feel like LGBT people are dangerous?,Gender,gender_bias
"It's a slippery slope, first we accept gays and transgenders, next it will be pedophiles.",Gender,gender_bias
There is no link between the LGBT+ community and paedophiles. These things have no connection.,Gender,gender_bias
Are you saying there's no gay or trans paedophiles? Because that's a lie.,Gender,gender_bias
"No, I'm saying paedophilia and child abuse is not an LGBT+ issue, paedophiles can be straight, gay, or whatever else. People in the LGBT+ community are not advocating for paedophilia to be accepted, that's a false and harmful conception.",Gender,gender_bias
Can't believe we are housing and feeding all these asylum seekers when they are coming over here ILLEGALLY,Country,country_bias
